customer_id,number_of_orders,Days in firstorder,Days in second_order,Days in third_order,Days in lastorder,days_since_last_order,average_ind_order_frequency,stages,stages_week_overtime,City,internalData__segmentation,final_group_median,group_avg_no_zeros,stages_by_groups,internalData__gender,average_order_frequency,female,days_since_firstorder,churn_group,berlin,churn_ind
568bb332d3cde8ce1dc32a95,1,1/5/2016,NA,NA,1/5/2016,55,0,Stage 3,Stage 3,Berlin,DC,47,47,Stage 3,female,59.16363636,1,55,0,1,0
569e1c06d2cde8ab2cf7a5c5,1,1/19/2016,NA,NA,1/19/2016,41,0,Stage 3,Stage 3,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,41,0,1,0
569e5390d4cde883193253df,1,1/19/2016,NA,NA,1/19/2016,41,0,Stage 3,Stage 3,Berlin,DCHH,40,40,Stage 3,female,48.5,1,41,0,1,0
569e8f50d4cde88b33707bdf,1,1/19/2016,NA,NA,1/19/2016,41,0,Stage 3,Stage 3,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,41,0,1,0
569d0a84d4cde8ca129a3e48,1,1/18/2016,NA,NA,1/18/2016,42,0,Stage 3,Stage 3,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,42,0,1,0
569f675fd3cde82e7374c7b5,1,1/20/2016,NA,NA,1/20/2016,40,0,Stage 3,Stage 3,Berlin,HH,23,23,Stage 3,male,38.33333333,0,40,0,1,0
55fd5ac0d2cde8883f336d3a,1,10/14/2015,NA,NA,10/14/2015,138,0,Stage 3,Stage 3,Berlin,DCLA,32,32,Stage 3,female,56.12340426,1,138,1,1,1
569faff6d2cde88e24ae2343,1,1/20/2016,NA,NA,1/20/2016,40,0,Stage 3,Stage 3,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,40,0,1,0
569fb051d3cde8e03a74c7ac,1,1/20/2016,NA,NA,1/20/2016,40,0,Stage 3,Stage 3,Berlin,DC,47,47,Stage 1A,female,59.16363636,1,40,0,1,0
569fb2cfd3cde8130a74c74e,1,1/20/2016,NA,NA,1/20/2016,40,0,Stage 3,Stage 3,Berlin,WF,21,21,Stage 3,male,41.83333333,0,40,0,1,0
56a088b5d2cde8dd19ae2336,1,1/21/2016,NA,NA,1/21/2016,39,0,Stage 3,Stage 3,Berlin,DC,47,47,Stage 1A,male,61.43564356,0,39,0,1,0
563a4758d3cde8fd1187711e,1,11/4/2015,NA,NA,11/4/2015,117,0,Stage 3,Stage 3,Berlin,DC,47,47,Stage 3,male,61.43564356,0,117,0,1,1
56a1026ad3cde8f56f74c753,1,1/21/2016,NA,NA,1/21/2016,39,0,Stage 3,Stage 3,Berlin,DC,47,47,Stage 1A,female,59.16363636,1,39,0,1,0
56a160c5d4cde8b475707afe,1,1/21/2016,NA,NA,1/21/2016,39,0,Stage 3,Stage 3,Berlin,NA,32,32,Stage 3,NA,46.05533597,NA,39,0,1,0
56a1cd11d4cde8d207707b3e,1,1/29/2016,NA,NA,1/29/2016,31,0,Stage 1A,Stage 1A,Berlin,DCLAWF,23,23,Stage 3,male,45.06349206,0,31,0,1,0
56a21508d3cde8cf0388bf69,1,1/22/2016,NA,NA,1/22/2016,38,0,Stage 3,Stage 1A,Berlin,DC,47,47,Stage 1A,male,61.43564356,0,38,0,1,0
56a2a856d4cde82977c1121d,1,1/22/2016,NA,NA,1/22/2016,38,0,Stage 3,Stage 1A,Berlin,DC,47,47,Stage 1A,female,59.16363636,1,38,0,1,0
56a2b31ad3cde81017a72139,1,1/22/2016,NA,NA,1/22/2016,38,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,female,56.12340426,1,38,0,1,0
56a34e67d4cde8e047c1127b,1,1/23/2016,NA,NA,1/23/2016,37,0,Stage 3,Stage 1A,Berlin,DC,47,47,Stage 1A,female,59.16363636,1,37,0,1,0
56a3658cd4cde87c32c11266,1,1/23/2016,NA,NA,1/23/2016,37,0,Stage 3,Stage 1A,Berlin,WF,21,21,Stage 3,female,37.97727273,1,37,0,1,0
56a3687cd4cde83260c112b7,1,1/23/2016,NA,NA,1/23/2016,37,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,37,0,1,0
56a369d9d4cde8cd58c11309,1,1/23/2016,NA,NA,1/23/2016,37,0,Stage 3,Stage 1A,Berlin,LA,30,30,Stage 3,male,47.97277228,0,37,0,1,0
56a36e59d2cde8a53fc04cc4,1,1/23/2016,NA,NA,1/23/2016,37,0,Stage 3,Stage 1A,Berlin,LAWF,21,21,Stage 3,male,41.33333333,0,37,0,1,0
56a37e95d2cde8955ec04c77,1,1/23/2016,NA,NA,1/23/2016,37,0,Stage 3,Stage 1A,Berlin,LA,30,30,Stage 3,male,47.97277228,0,37,0,1,0
56a381e3d4cde88420c112b7,1,1/23/2016,NA,NA,1/23/2016,37,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,37,0,1,0
56a3a7a3d4cde8275ac1125c,1,1/23/2016,NA,NA,1/23/2016,37,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,37,0,1,0
56a3be4cd4cde8511bc11222,1,1/23/2016,NA,NA,1/23/2016,37,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,female,56.12340426,1,37,0,1,0
56a40becd2cde8a51cc04c20,1,1/23/2016,NA,NA,1/23/2016,37,0,Stage 3,Stage 1A,Berlin,NA,32,32,Stage 3,NA,46.05533597,NA,37,0,1,0
56a4b6a5d4cde84032c1123b,1,1/24/2016,NA,NA,1/24/2016,36,0,Stage 3,Stage 1A,Berlin,WF,21,21,Stage 3,female,37.97727273,1,36,0,1,0
56a4d43cd3cde8655fa720e5,1,1/24/2016,NA,NA,1/24/2016,36,0,Stage 3,Stage 1A,Berlin,LAWF,21,21,Stage 3,male,41.33333333,0,36,0,1,0
56a4e3a7d3cde8ef64a720ed,1,1/24/2016,NA,NA,1/24/2016,36,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,female,56.12340426,1,36,0,1,0
56a4eca0d2cde8da20c04c24,1,1/24/2016,NA,NA,1/24/2016,36,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,36,0,1,0
56a4edd4d3cde84876a72110,1,1/24/2016,NA,NA,1/24/2016,36,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,36,0,1,0
56a51b00d2cde84421c04cce,1,1/24/2016,NA,NA,1/24/2016,36,0,Stage 3,Stage 1A,Berlin,DC,47,47,Stage 1A,female,59.16363636,1,36,0,1,0
56a522f5d4cde85372c112ae,1,1/24/2016,NA,NA,1/24/2016,36,0,Stage 3,Stage 1A,Berlin,LA,30,30,Stage 3,male,47.97277228,0,36,0,1,0
56a5d38ed3cde82704a720df,1,1/25/2016,NA,NA,1/25/2016,35,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,35,0,1,0
54dcb30cd3cde88d13f7d164,1,2/12/2015,NA,NA,2/12/2015,382,0,Stage 3,Stage 3,Berlin,HH,23,23,Stage 3,male,38.33333333,0,382,1,1,1
56a5fd68d4cde8e30dc11276,1,1/25/2016,NA,NA,1/25/2016,35,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,35,0,1,0
56a61a57d2cde83031c04c6c,1,1/25/2016,NA,NA,1/25/2016,35,0,Stage 3,Stage 1A,Berlin,WF,21,21,Stage 3,female,37.97727273,1,35,0,1,0
56a63e09d2cde8e67d793368,1,1/25/2016,NA,NA,1/25/2016,35,0,Stage 3,Stage 1A,Berlin,WF,21,21,Stage 3,male,41.83333333,0,35,0,1,0
56278ebad3cde8055035cfea,1,10/21/2015,NA,NA,10/21/2015,131,0,Stage 3,Stage 3,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,131,1,1,1
56a4e138d2cde8ec2cc04cec,1,1/24/2016,NA,NA,1/24/2016,36,0,Stage 3,Stage 1A,Berlin,LAWF,21,21,Stage 3,male,41.33333333,0,36,0,1,0
56a68dcad3cde8722d401919,1,1/25/2016,NA,NA,1/25/2016,35,0,Stage 3,Stage 1A,Berlin,DC,47,47,Stage 1A,male,61.43564356,0,35,0,1,0
56a69cbfd4cde8b72c5f7496,1,1/25/2016,NA,NA,1/25/2016,35,0,Stage 3,Stage 1A,Berlin,DCLA,32,32,Stage 3,male,52.83279221,0,35,0,1,0
56a74522d4cde8450f5f73a7,1,1/26/2016,NA,NA,1/26/2016,34,0,Stage 3,Stage 1A,Berlin,DC,47,47,Stage 1A,male,61.43564356,0,34,0,1,0
56a74536d3cde87116401865,1,1/26/2016,NA,NA,1/26/2016,34,0,Stage 3,Stage 1A,Berlin,DCWF,26,26,Stage 3,male,56.9375,0,34,0,1,0
56a75cd8d4cde8962f1dd0a1,1,1/26/2016,NA,NA,1/26/2016,34,0,Stage 3,Stage 1A,Berlin,WF,21,21,Stage 3,male,41.83333333,0,34,0,1,0
56a78315d2cde8fa779c6b56,1,1/26/2016,NA,NA,1/26/2016,34,0,Stage 3,Stage 1A,Berlin,DC,47,47,Stage 1A,male,61.43564356,0,34,0,1,0
56a637add4cde832695f73a8,1,1/25/2016,NA,NA,1/25/2016,35,0,Stage 3,Stage 1A,Berlin,DC,47,47,Stage 1A,female,59.16363636,1,35,0,1,0
56a7f7cdd2cde88e5d9c6b7e,1,1/26/2016,NA,NA,1/26/2016,34,0,Stage 3,Stage 1A,Berlin,WF,21,21,Stage 3,male,41.83333333,0,34,0,1,0
56a8a782d2cde8331a9c6bb0,1,1/27/2016,NA,NA,1/27/2016,33,0,Stage 3,Stage 1A,Berlin,WF,21,21,Stage 3,female,37.97727273,1,33,0,1,0
5609adcdd2cde8c9210a1e88,1,9/28/2015,NA,NA,9/28/2015,154,0,Stage 3,Stage 3,Berlin,DC,47,47,Stage 3,male,61.43564356,0,154,1,1,1
56a927dcd4cde8973f239343,1,1/27/2016,NA,NA,1/27/2016,33,0,Stage 3,Stage 1A,Berlin,DC,47,47,Stage 1A,male,61.43564356,0,33,0,1,0
54b56628d3cde8ba41161a7e,25,1/13/2015,2/3/2015,2/15/2015,11/2/2015,119,12,Stage 3,Stage 3,Dublin,NA,32,12,Stage 3,NA,20.96551724,NA,412,1,NA,1
5481e9d0d2cde8f036eda0d8,23,12/5/2014,12/11/2014,12/22/2014,2/27/2016,2,20,Stage 2,Stage 2,Dublin,NA,32,20,Stage 2,NA,20.96551724,NA,451,0,NA,0
54d0ffe9d2cde8886b760043,21,2/3/2015,3/10/2015,4/8/2015,2/22/2016,7,19,Stage 2,Stage 2,Dublin,DC,47,19,Stage 2,female,19,1,391,0,NA,0
54f2cfa1d3cde8e04630f27c,20,3/1/2015,3/4/2015,3/22/2015,1/12/2016,48,17,Stage 3,Stage 3,Dublin,HHLAWF,16,17,Stage 3,male,16,0,365,1,NA,1
55c8a682d3cde8d85f2ef757,8,8/10/2015,9/6/2015,9/8/2015,10/5/2015,147,8,Stage 3,Stage 3,Dublin,NA,32,8,Stage 3,NA,20.96551724,NA,203,1,NA,1
55e07cc8d2cde8ee2c87cd5e,8,8/28/2015,10/22/2015,11/9/2015,1/12/2016,48,20,Stage 3,Stage 3,Dublin,WF,21,20,Stage 3,male,17.66666667,0,185,1,NA,1
55a304b8d2cde8b32ce97967,7,7/13/2015,7/16/2015,7/25/2015,8/26/2015,187,7,Stage 3,Stage 3,Dublin,WF,21,7,Stage 3,male,17.66666667,0,231,1,NA,1
55cb1a45d3cde82733b2d0d8,5,8/12/2015,9/12/2015,9/20/2015,10/6/2015,146,14,Stage 3,Stage 3,Dublin,NA,32,14,Stage 3,NA,20.96551724,NA,201,1,NA,1
55f97ff4d4cde891693a4d2c,5,9/16/2015,9/18/2015,9/23/2015,10/6/2015,146,5,Stage 3,Stage 3,Dublin,NA,32,5,Stage 3,NA,20.96551724,NA,166,1,NA,1
55f96801d4cde88d693a4cde,4,9/16/2015,9/22/2015,10/2/2015,10/11/2015,141,8,Stage 3,Stage 3,Dublin,NA,32,8,Stage 3,NA,20.96551724,NA,166,1,NA,1
55f7f6e6d3cde8766154aee4,4,9/15/2015,9/27/2015,9/27/2015,9/27/2015,155,4,Stage 3,Stage 3,Dublin,NA,32,4,Stage 3,NA,20.96551724,NA,167,1,NA,1
55c8a636d2cde8ec3ff14438,4,8/10/2015,8/25/2015,9/9/2015,9/30/2015,152,17,Stage 3,Stage 3,Dublin,NA,32,17,Stage 3,NA,20.96551724,NA,203,1,NA,1
55ff1517d4cde8d003dd8923,3,9/20/2015,9/27/2015,10/11/2015,10/11/2015,141,11,Stage 3,Stage 3,Dublin,NA,32,11,Stage 3,NA,20.96551724,NA,162,1,NA,1
55cdc748d4cde8c71a195d01,3,8/22/2015,10/21/2015,11/19/2015,11/19/2015,102,45,Stage 3,Stage 3,Dublin,DCLAWF,23,45,Stage 3,male,44,0,191,1,NA,1
55c87040d3cde80024668450,3,8/10/2015,10/28/2015,12/27/2015,12/27/2015,64,70,Stage 2,Stage 2,Dublin,DCLA,32,70,Stage 3,male,69,0,203,0,NA,1
55810cefd3cde89a1a8697f2,3,6/17/2015,7/13/2015,8/10/2015,8/10/2015,203,27,Stage 3,Stage 3,Dublin,WF,21,27,Stage 3,male,17.66666667,0,257,1,NA,1
560aaf45d2cde8b144dd75d2,2,9/29/2015,10/6/2015,NA,10/6/2015,146,7,Stage 3,Stage 3,Dublin,NA,32,7,Stage 3,NA,20.96551724,NA,153,1,NA,1
55f7d5c5d3cde8112f54b055,2,9/15/2015,10/7/2015,NA,10/7/2015,145,22,Stage 3,Stage 3,Dublin,NA,32,22,Stage 3,NA,20.96551724,NA,167,1,NA,1
560e8a5ed4cde8c755174965,2,10/2/2015,10/12/2015,NA,10/12/2015,140,10,Stage 3,Stage 3,Dublin,NA,32,10,Stage 3,NA,20.96551724,NA,150,1,NA,1
55efec8ad2cde8d17d6b9a8c,2,9/9/2015,9/9/2015,NA,9/9/2015,173,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,173,1,NA,1
55e93fc9d2cde8964ba2ecd0,2,9/4/2015,9/23/2015,NA,9/23/2015,159,19,Stage 3,Stage 3,Dublin,NA,32,19,Stage 3,NA,20.96551724,NA,178,1,NA,1
55eebf4cd3cde8ae5cb0a7bd,2,9/8/2015,9/22/2015,NA,9/22/2015,160,14,Stage 3,Stage 3,Dublin,NA,32,14,Stage 3,NA,20.96551724,NA,174,1,NA,1
55edd13ad4cde8c551172adb,2,9/7/2015,9/23/2015,NA,9/23/2015,159,16,Stage 3,Stage 3,Dublin,NA,32,16,Stage 3,NA,20.96551724,NA,175,1,NA,1
55ecb745d3cde87136b0a7f3,2,9/6/2015,9/29/2015,NA,9/29/2015,153,23,Stage 3,Stage 3,Dublin,NA,32,23,Stage 3,NA,20.96551724,NA,176,1,NA,1
560a8625d3cde80f7345efce,2,9/29/2015,10/6/2015,NA,10/6/2015,146,7,Stage 3,Stage 3,Dublin,NA,32,7,Stage 3,NA,20.96551724,NA,153,1,NA,1
55f88514d2cde83230abc4fe,2,9/15/2015,9/29/2015,NA,9/29/2015,153,14,Stage 3,Stage 3,Dublin,NA,32,14,Stage 3,NA,20.96551724,NA,167,1,NA,1
54d6456cd3cde8282ed3107b,2,2/7/2015,10/7/2015,NA,10/7/2015,145,242,Stage 1B,Stage 1B,Dublin,NA,32,242,Stage 3,NA,20.96551724,NA,387,1,NA,1
55daee90d3cde89f69643601,2,8/24/2015,9/28/2015,NA,9/28/2015,154,35,Stage 3,Stage 3,Dublin,NA,32,35,Stage 3,NA,20.96551724,NA,189,1,NA,1
55ec6dffd2cde8810b9a2424,2,9/6/2015,10/8/2015,NA,10/8/2015,144,32,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,176,1,NA,1
55eb2dffd4cde8e17d172bca,2,9/5/2015,9/27/2015,NA,9/27/2015,155,22,Stage 3,Stage 3,Dublin,NA,32,22,Stage 3,NA,20.96551724,NA,177,1,NA,1
5607ff70d2cde8dd634b55a5,2,9/27/2015,9/27/2015,NA,9/27/2015,155,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,155,1,NA,1
55e802c8d2cde8ef7c2230d5,2,9/3/2015,9/24/2015,NA,9/24/2015,158,21,Stage 3,Stage 3,Dublin,NA,32,21,Stage 3,NA,20.96551724,NA,179,1,NA,1
560e3faad3cde830699cc21d,2,10/2/2015,10/9/2015,NA,10/9/2015,143,7,Stage 3,Stage 3,Dublin,NA,32,7,Stage 3,NA,20.96551724,NA,150,1,NA,1
55df29e8d3cde88f30e89391,2,8/27/2015,8/31/2015,NA,8/31/2015,182,4,Stage 3,Stage 3,Dublin,NA,32,4,Stage 3,NA,20.96551724,NA,186,1,NA,1
55ca2a1ed4cde85770813512,2,8/11/2015,8/17/2015,NA,8/17/2015,196,6,Stage 3,Stage 3,Dublin,NA,32,6,Stage 3,NA,20.96551724,NA,202,1,NA,1
55f6cacbd4cde8462b86d8d3,2,9/14/2015,9/24/2015,NA,9/24/2015,158,10,Stage 3,Stage 3,Dublin,NA,32,10,Stage 3,NA,20.96551724,NA,168,1,NA,1
55ed4bf3d2cde8bc149a2481,1,9/7/2015,NA,NA,9/7/2015,175,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,175,1,NA,1
55e9fcd1d2cde87e3a9a24b1,1,9/4/2015,NA,NA,9/4/2015,178,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,178,1,NA,1
55ea1e63d4cde81e67172b95,1,9/4/2015,NA,NA,9/4/2015,178,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,178,1,NA,1
55eb62c4d2cde891039a2437,1,9/5/2015,NA,NA,9/5/2015,177,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,177,1,NA,1
55ec250fd2cde8ab4a9a24ed,1,9/6/2015,NA,NA,9/6/2015,176,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,176,1,NA,1
56012771d3cde8cd04c338b8,1,9/22/2015,NA,NA,9/22/2015,160,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,160,1,NA,1
56138b5cd2cde8b14585f522,1,10/6/2015,NA,NA,10/6/2015,146,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,146,1,NA,1
55c90fdad4cde80d22813476,1,8/10/2015,NA,NA,8/10/2015,203,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,203,1,NA,1
55ca4ac0d2cde8405b0a2ad9,1,8/11/2015,NA,NA,8/11/2015,202,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,202,1,NA,1
55d5f6f9d3cde80e58a6a61f,1,8/20/2015,NA,NA,8/20/2015,193,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,193,1,NA,1
55e5a787d4cde8a313eca6cb,1,9/1/2015,NA,NA,9/1/2015,181,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,181,1,NA,1
55e5d34ed2cde8011dca2d61,1,9/1/2015,NA,NA,9/1/2015,181,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,181,1,NA,1
55e8b16ed2cde8d776a2ec3e,1,9/3/2015,NA,NA,9/3/2015,179,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,179,1,NA,1
55fbd1aed3cde8662b72f2fa,1,9/18/2015,NA,NA,9/18/2015,164,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,164,1,NA,1
55fdd537d4cde83848dd8937,1,9/19/2015,NA,NA,9/19/2015,163,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,163,1,NA,1
5601273bd3cde8c604c33850,1,9/22/2015,NA,NA,9/22/2015,160,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,160,1,NA,1
560251cbd4cde8e76f6e0c61,1,9/23/2015,NA,NA,9/23/2015,159,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,159,1,NA,1
5608e30fd4cde8305bc8d28b,1,9/28/2015,NA,NA,9/28/2015,154,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,154,1,NA,1
560ba719d3cde8062e45f014,1,9/30/2015,NA,NA,9/30/2015,152,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,152,1,NA,1
55cb3915d4cde89575bdd80d,1,8/12/2015,NA,NA,8/12/2015,201,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,201,1,NA,1
55d9b52cd3cde8a34e643578,1,8/23/2015,NA,NA,8/23/2015,190,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,190,1,NA,1
55de02dbd3cde8006b39450e,1,8/26/2015,NA,NA,8/26/2015,187,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,187,1,NA,1
55df6752d3cde87913e8939b,1,8/27/2015,NA,NA,8/27/2015,186,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,186,1,NA,1
55e40afad4cde8606fd7db11,1,8/31/2015,NA,NA,8/31/2015,182,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,182,1,NA,1
55e412d7d3cde8100ee893a8,1,8/31/2015,NA,NA,8/31/2015,182,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,182,1,NA,1
55e41994d2cde8c91ec4d3f2,1,8/31/2015,NA,NA,8/31/2015,182,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,182,1,NA,1
55e4beead4cde89a2d7d6971,1,8/31/2015,NA,NA,8/31/2015,182,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,182,1,NA,1
55ebfcadd2cde8744d9a242d,1,9/6/2015,NA,NA,9/6/2015,176,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,176,1,NA,1
55f6ede5d3cde8561c54afba,1,9/14/2015,NA,NA,9/14/2015,168,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,168,1,NA,1
55fe8eabd4cde8ef30dd88f9,1,9/20/2015,NA,NA,9/20/2015,162,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,162,1,NA,1
560140c6d3cde8c804c3394f,1,9/22/2015,NA,NA,9/22/2015,160,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,160,1,NA,1
56026df4d2cde8563563f455,1,9/23/2015,NA,NA,9/23/2015,159,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,159,1,NA,1
56028ddad2cde8296f63f414,1,9/23/2015,NA,NA,9/23/2015,159,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,159,1,NA,1
5604762ad2cde8203cd86736,1,9/24/2015,NA,NA,9/24/2015,158,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,158,1,NA,1
560ef63dd4cde8304817492a,1,10/2/2015,NA,NA,10/2/2015,150,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,150,1,NA,1
5612564ed3cde8da0f9cc1b0,1,10/5/2015,NA,NA,10/5/2015,147,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,147,1,NA,1
55ca2a8cd4cde8c46f81359b,1,8/11/2015,NA,NA,8/11/2015,202,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,202,1,NA,1
55cbc633d3cde8ee65b2d0d4,1,8/12/2015,NA,NA,8/12/2015,201,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,201,1,NA,1
55cc4026d4cde8084abdd8a4,1,8/13/2015,NA,NA,8/13/2015,200,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,200,1,NA,1
55cdc27ad2cde82d4c8d9bbf,1,8/14/2015,NA,NA,8/14/2015,199,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,199,1,NA,1
55cde571d4cde87374195c56,1,8/28/2015,NA,NA,8/28/2015,185,0,Stage 3,Stage 3,Dublin,DCWF,26,26,Stage 3,female,22.47222222,1,185,1,NA,1
55d0ff45d2cde8e52c8d9cd5,1,8/16/2015,NA,NA,8/16/2015,197,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,197,1,NA,1
55d21ec1d4cde84044195cd5,1,8/17/2015,NA,NA,8/17/2015,196,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,196,1,NA,1
55d3ab6bd3cde83f29864ea7,1,8/18/2015,NA,NA,8/18/2015,195,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,195,1,NA,1
55d46405d3cde8e022210060,1,8/19/2015,NA,NA,8/19/2015,194,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,194,1,NA,1
55d88dc9d3cde8216a6435a2,1,8/22/2015,NA,NA,8/22/2015,191,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,191,1,NA,1
55db786bd3cde81621643557,1,8/24/2015,NA,NA,8/24/2015,189,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,189,1,NA,1
55dccf8fd2cde8c40dc1513b,1,9/6/2015,NA,NA,9/6/2015,176,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,176,1,NA,1
55e58c4cd2cde81c340cdbeb,1,9/1/2015,NA,NA,9/1/2015,181,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,181,1,NA,1
55e6bd87d3cde8f7019d5006,1,9/2/2015,NA,NA,9/2/2015,180,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,180,1,NA,1
55e0901dd2cde8062d87cd37,1,8/28/2015,NA,NA,8/28/2015,185,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,185,1,NA,1
55e87c94d4cde88058bc03fb,1,9/3/2015,NA,NA,9/3/2015,179,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,179,1,NA,1
55ed8263d4cde84a35172b68,1,9/7/2015,NA,NA,9/7/2015,175,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,175,1,NA,1
55ed8688d4cde8a734172b90,1,9/7/2015,NA,NA,9/7/2015,175,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,175,1,NA,1
55eda538d2cde8c0799a2480,1,9/7/2015,NA,NA,9/7/2015,175,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,175,1,NA,1
55edb5d7d3cde82b16b0a8a7,1,9/7/2015,NA,NA,9/7/2015,175,0,Stage 3,Stage 3,Dublin,NA,32,32,Stage 3,NA,20.96551724,NA,175,1,NA,1
